bin_3,nom_0,nom_1,nom_5,nom_6,nom_7,nom_8,nom_9,ord_3,ord_5,target,SalePrice,GarageArea,GrLivArea,1stFlrSF,1stFlrSF,TotalBsmtSF,LotArea
T,Blue,Star,6c90f81cd,2546024d1,038b187fe,577940917,7842f5a96,k,mm,0,201000.0,471.0,1721.0,936.0,936.0,928.0,8462.0
T,Green,Trapezoid,6f70dc2df,0aeb8fe13,b09ebe1d6,37695f3d4,464a765b7,i,Zq,0,145900.0,0.0,2200.0,1272.0,1272.0,1272.0,8777.0
T,Green,Trapezoid,e7d9ca356,8fd64cb59,c79fbc620,5ea193ffb,14b414a41,o,fO,1,169990.0,397.0,1316.0,1316.0,1316.0,1316.0,10237.0
F,Green,Square,b3b4d25d0,1b36c0b8c,83822ba17,95a7324ed,cbe16c9fe,g,To,0,193000.0,533.0,1617.0,1617.0,1617.0,1604.0,8012.0
F,Green,Star,be4578201,11698a0b3,e8e8b6747,3d55ec04a,aa17340ed,b,cp,0,207500.0,612.0,1686.0,1686.0,1686.0,1686.0,10240.0
T,Red,Star,9347491f2,5ff2c0a8c,d9e7595bb,6148c0a26,f0a4c96e2,g,oK,0,175000.0,540.0,1126.0,1126.0,1126.0,1126.0,15611.0
T,Blue,Square,5a94fc1d9,bc82e0ba0,06398415b,f4aa5e97b,0726b0a73,k,Dx,0,285000.0,656.0,2374.0,1234.0,1234.0,1181.0,11999.0
T,Green,Star,a93b89fc9,e10910468,568715fbe,2fbd97ec3,c2f264e9f,k,sn,0,176000.0,486.0,1978.0,1098.0,1098.0,832.0,9900.0
F,Blue,Circle,76be0b8b1,8f897ec3c,fca9f7eb7,4c3e09313,ae25fba9a,g,Dx,0,236500.0,522.0,1788.0,1788.0,1788.0,1753.0,11838.0
T,Red,Trapezoid,be4578201,5c4ee13e3,0406d6252,322e03b73,7ed179f2a,k,Er,1,222000.0,642.0,2236.0,993.0,993.0,964.0,13006.0
T,Green,Polygon,552e3fdc9,6ea52a806,01d32ba52,9393e31f0,9db9b0408,j,ut,0,201000.0,610.0,1466.0,1466.0,1466.0,1466.0,8925.0
F,Red,Square,a3f640358,c5cf1fdc4,fb05522b9,41b7948fd,1d5e08295,c,be,1,117500.0,429.0,925.0,925.0,925.0,925.0,9100.0
F,Red,Trapezoid,da60580a8,92f461454,8d1bc56fe,0517f0852,59659f600,l,Vf,1,320000.0,788.0,1905.0,1905.0,1905.0,1905.0,11670.0
T,Green,Polygon,50f116bcf,f14fe8bc5,bfa59895f,6127dc462,46103563f,d,CL,1,190000.0,570.0,1500.0,1500.0,1500.0,1500.0,8487.0
F,Red,Polygon,7741f57bd,afebf0803,fef807a3e,82b475f6b,c8f5abb72,a,sV,0,242000.0,505.0,2069.0,2069.0,2069.0,585.0,27650.0
F,Red,Trapezoid,493de6347,e16557b2b,d3abce837,06f5ae149,09f1162b9,h,lx,1,79900.0,528.0,747.0,747.0,747.0,600.0,5825.0
T,Red,Trapezoid,e1558b071,3e44d44eb,4d6f50082,072ac6d53,b08e679fb,a,Sc,0,184900.0,555.0,1200.0,1200.0,1200.0,1176.0,10083.0
T,Red,Triangle,075ceb58b,73d7ca889,687237f4d,22b85e2c0,4ab1e5e0e,d,MO,0,253000.0,689.0,1971.0,1113.0,1113.0,1113.0,9675.0
F,Blue,Trapezoid,778fdbe56,baef8ee7b,009a419af,da8834a38,c077a694b,o,mc,1,239799.0,868.0,1962.0,1391.0,1391.0,1391.0,8760.0
T,Green,Star,1e6cb96e8,b8caba53f,d4adff695,f230bd736,40cd11628,l,zU,0,244400.0,349.0,2403.0,1207.0,1207.0,1032.0,24090.0
T,Green,Square,eb69430d6,d173ac7ca,0c32434c5,ebc6cb63d,1ea94ef04,f,CL,0,150900.0,574.0,1728.0,1728.0,1728.0,1728.0,12640.0
F,Red,Trapezoid,06eeaf0aa,fd9370b9e,c228ac4d5,59ea7317d,9e4b32d7e,a,ZS,0,214000.0,390.0,2060.0,1022.0,1022.0,992.0,8755.0
F,Green,Star,f8faea16f,6c90b0073,56a4667ea,904a490c3,594b646c6,e,mc,1,150000.0,0.0,1440.0,1440.0,1440.0,1440.0,7711.0
T,Blue,Circle,19db35594,4f849ad2d,d10553e7e,8d7f0977f,53836b722,a,Qo,1,143000.0,576.0,1632.0,1632.0,1632.0,1632.0,25000.0
F,Green,Star,3b5632a0c,50d7ad46a,6571760c2,b6972d6ec,9d969761b,l,Fo,0,137500.0,525.0,1344.0,1344.0,1344.0,819.0,14375.0
T,Blue,Trapezoid,be4578201,e7a7bf2e1,bfcd16c3e,592780592,e76ef59f0,h,Gb,0,124900.0,456.0,1869.0,1188.0,1188.0,1088.0,8820.0
F,Blue,Trapezoid,ee55b9d67,b83511180,b5171b9c1,2e9b9ce68,08292591c,l,dQ,0,143000.0,796.0,1144.0,1144.0,1144.0,1144.0,8163.0
F,Green,Trapezoid,f7821e391,df184daf2,d02a6b0ba,7b5236e42,be93072e4,f,mc,1,270000.0,808.0,1629.0,1629.0,1629.0,1616.0,14536.0
F,Blue,Polygon,3263bdce5,86021cf04,1f4a6de2e,74cb85799,a8d62e37a,f,Vf,0,192500.0,474.0,1776.0,936.0,936.0,936.0,14006.0
F,Green,Square,3585ff84b,d76a148ab,2dd9daf45,8d2ebf5f4,ca1f813f4,h,lF,0,197500.0,676.0,1381.0,1381.0,1381.0,1161.0,9360.0
F,Green,Trapezoid,f9e5266f9,e7073f6a2,f0c830981,a101b24c2,b89f991b7,f,od,1,129000.0,720.0,864.0,864.0,864.0,864.0,7200.0
F,Green,Trapezoid,a3f640358,5a49dd8f6,9249f342f,354890188,27560dd68,k,Xh,1,119900.0,300.0,965.0,965.0,965.0,828.0,7800.0
F,Red,Star,b97f51ac4,43744dfd9,fb36575c6,b7f127f12,0479d08a3,l,kE,1,133900.0,396.0,768.0,768.0,768.0,768.0,7200.0
T,Green,Circle,552e3fdc9,c135cdf77,50c82cec6,afbb3506a,0b4b2662b,e,CU,0,172000.0,530.0,1968.0,1168.0,1168.0,784.0,11075.0
T,Blue,Trapezoid,bd40c81f3,0922e3cb8,c0a98f200,2ec937b3d,27a228369,b,RP,0,127500.0,0.0,980.0,980.0,980.0,945.0,9400.0
F,Green,Trapezoid,39647c92a,c103290d4,7df20ed82,6874814be,a5dc144e1,h,Dx,0,145000.0,492.0,1958.0,979.0,979.0,979.0,7136.0
T,Green,Trapezoid,f8faea16f,c3c8b7b13,17cc0943c,9c42c85ca,eb7ceafae,k,Ed,0,124000.0,462.0,1229.0,561.0,561.0,561.0,1300.0
T,Green,Circle,33adb4760,c023e914a,31de4f0dc,1086ce405,e14d38f18,g,nX,1,132000.0,576.0,1057.0,1057.0,1057.0,1057.0,7420.0
T,Blue,Circle,d9becff68,839a6bcdb,47b9df131,09a1b9d6c,06e879dc6,k,je,1,185000.0,531.0,1337.0,1337.0,1337.0,1337.0,8450.0
F,Green,Star,74bd42d5f,20dc501c6,41a47efcb,eab74765e,2767d007b,h,aO,0,155000.0,484.0,1416.0,696.0,696.0,696.0,2572.0
T,Green,Trapezoid,dc07effb0,c73e4dfe1,517602e52,ad97c3d39,27c2b9712,i,ac,1,116500.0,0.0,858.0,858.0,858.0,858.0,7207.0
F,Red,Polygon,60a44c8f4,fa498a5ae,f6ddab67f,9bcdb10cf,87e427854,h,UO,1,272000.0,619.0,2872.0,1542.0,1542.0,1330.0,12227.0
F,Green,Square,a93b89fc9,b2480a857,b50676891,8a237031f,0f0c41574,f,Nf,0,155000.0,440.0,1548.0,804.0,804.0,804.0,2308.0
T,Green,Star,2a0e95ba1,c0f1061ee,af5b23f9e,d0f293c7b,b7167e779,a,Hj,0,239000.0,702.0,1800.0,1800.0,1800.0,1800.0,11923.0
T,Blue,Trapezoid,f50eb07ae,bc82e0ba0,6face96c8,ca9c9cb0b,2260f20bc,l,su,1,214900.0,510.0,1894.0,824.0,824.0,817.0,11316.0
T,Red,Triangle,640e1fdd5,485fc6466,c4455f4a8,eab74765e,4c1e8702a,f,Zq,0,178900.0,393.0,1484.0,783.0,783.0,783.0,10237.0
T,Blue,Polygon,baab29d3d,2f6efc190,7d4494d3b,b85e951f2,3ab6ea7ca,g,ZS,1,160000.0,256.0,1308.0,976.0,976.0,728.0,9600.0
F,Blue,Polygon,96c73114c,d9004c5c2,5a907135e,3915fff41,3158f8b4d,a,ri,0,135000.0,260.0,1098.0,1098.0,1098.0,1098.0,7390.0
F,Green,Triangle,bd40c81f3,bc82e0ba0,f760c0b42,4d43ad72b,a9960b948,l,Qo,1,37900.0,0.0,968.0,600.0,600.0,600.0,5925.0
T,Blue,Star,f8faea16f,705cb7579,fa7ec9ef0,da1fdbf74,6bcf5b2b3,a,Jt,0,140000.0,264.0,1095.0,1095.0,1095.0,588.0,10382.0
F,Blue,Circle,475e79160,a26bedd00,d9e7595bb,709c8de19,46658ecf3,i,sD,1,135000.0,0.0,1192.0,720.0,720.0,720.0,10800.0
T,Green,Polygon,a3f640358,3c1c64eaa,fcd030cc2,584f12ea1,30a167b94,a,sn,0,173000.0,474.0,1626.0,764.0,764.0,764.0,2268.0
F,Red,Polygon,6a2269152,309707034,96dacbb81,9e623b2c4,27c271936,l,yY,1,99500.0,264.0,918.0,918.0,918.0,918.0,7892.0
F,Blue,Trapezoid,a93b89fc9,162fc2192,897724aa8,db8b6ab4c,1d2a282ab,k,oC,1,182000.0,480.0,1428.0,1428.0,1428.0,1428.0,11639.0
T,Green,Trapezoid,778fdbe56,077e720aa,b14b61f97,451537556,69ea23e67,a,dP,0,167500.0,532.0,2019.0,1136.0,1136.0,728.0,11414.0
F,Green,Triangle,159a7306f,d405aebc1,b80d2db07,1984d519a,6aa7f3ed3,h,Hj,0,165000.0,490.0,1382.0,673.0,673.0,673.0,2651.0
F,Blue,Star,e9f44a509,8d1b72979,aad1364b6,8657e6376,e25ef4e29,f,od,0,85500.0,0.0,869.0,869.0,869.0,440.0,5900.0
F,Red,Circle,f12246592,c73e4dfe1,5de3bf599,0107394b0,d001123b9,l,qo,0,199900.0,569.0,1241.0,1241.0,1241.0,1241.0,4274.0
T,Green,Triangle,60a44c8f4,bc82e0ba0,451f749a5,bee621d96,4567c63c0,o,Sc,0,110000.0,400.0,894.0,894.0,894.0,894.0,9450.0
T,Red,Star,df51b96fc,b69c236cb,62dd25545,db543c764,8a2514e7c,o,qX,1,139000.0,480.0,1121.0,1121.0,1121.0,1121.0,8816.0
F,Green,Square,b4c8e6595,e10910468,68edef966,764cafe90,4b127b1d1,j,Xh,0,178400.0,588.0,999.0,999.0,999.0,944.0,12122.0
F,Green,Circle,778fdbe56,4c1bdbe7b,31c0ce565,5eea532bf,245bce63b,l,BE,0,336000.0,676.0,2612.0,1276.0,1276.0,1225.0,12203.0
F,Red,Square,5b0f5acd5,44e4c0bba,45fd460a6,887c72412,210eaafb3,e,Jt,0,159895.0,388.0,1266.0,1266.0,1266.0,1266.0,3182.0
F,Green,Trapezoid,dc07effb0,ddb583aa3,415af688c,5a3ec6aff,946067ce0,a,su,0,255900.0,779.0,2290.0,1149.0,1149.0,1128.0,11250.0
F,Blue,Trapezoid,ef38568df,f24d83141,af5c8eb4f,89d396920,bed934832,a,sD,1,126000.0,539.0,1734.0,1302.0,1302.0,0.0,10125.0
T,Green,Trapezoid,fa0a88fe9,d173ac7ca,d6325d953,cc19213ad,f6c8b58dc,e,uS,0,125000.0,240.0,1164.0,1164.0,1164.0,1164.0,10880.0
F,Green,Trapezoid,60a44c8f4,f14fe8bc5,e14d5f3eb,127af6795,e8a4f304c,f,Bb,0,117000.0,255.0,1635.0,1001.0,1001.0,485.0,5310.0
T,Green,Polygon,46cab09da,a19d81efe,bc05442e1,89323f730,35b614816,d,dh,0,395192.0,606.0,1940.0,1940.0,1940.0,1930.0,10159.0
F,Blue,Circle,f6c524860,b5f4a755a,ba9901303,78ff9de4e,787b1daed,j,sn,0,195000.0,551.0,2030.0,1118.0,1118.0,848.0,12046.0
T,Red,Square,83b38aa6b,42b1cc2fd,5dc3e05e9,322e03b73,d3e30d5ca,i,xy,1,197000.0,614.0,1576.0,778.0,778.0,770.0,8125.0
F,Blue,Trapezoid,de04b8750,90ba6c9a6,bb4e2bb0f,a586bc6d4,7624c2523,k,Wv,0,348000.0,870.0,2392.0,1407.0,1407.0,1396.0,9452.0
T,Blue,Square,46cab09da,df5b440ae,b3b7c8b11,5e2b7ec61,e924e84d5,g,eQ,0,168000.0,424.0,1742.0,916.0,916.0,916.0,17671.0
T,Green,Square,f9e5266f9,b238965eb,43dd0371c,b83cb4503,b51b5c674,f,hh,1,187000.0,440.0,1851.0,1020.0,1020.0,822.0,9760.0
T,Red,Triangle,ef38568df,d760c59b0,4ca8c6fdb,899ab2d86,12cf7c2ee,f,Jt,0,173900.0,564.0,1500.0,750.0,750.0,750.0,8846.0
F,Red,Polygon,8cf6c9f74,beb20ea99,b042166d5,4fcda6418,c65639434,a,yN,0,337500.0,786.0,1718.0,1718.0,1718.0,1700.0,12456.0
T,Red,Square,4e28ceffa,c73e4dfe1,494b2cc84,0cf0b3e18,81353277b,g,fO,0,121600.0,305.0,1230.0,774.0,774.0,747.0,4712.0
T,Green,Square,83b38aa6b,27e7dbafa,d7d3d1589,45c570da7,672b9c640,g,Qb,0,136500.0,368.0,1050.0,1050.0,1050.0,1050.0,10659.0
F,Blue,Polygon,2cc9e16b9,9218550d8,659c782a1,e667da576,1a8886330,i,dh,0,185000.0,615.0,1442.0,1442.0,1442.0,1442.0,11717.0
T,Blue,Trapezoid,8266050c6,0aeb8fe13,b7a8563c3,801927581,264293b18,j,kw,0,91000.0,210.0,1077.0,1077.0,1077.0,1007.0,9786.0
T,Blue,Star,0b3bec656,cbb210c0a,6206e88a7,db2e017c6,df8ae97cb,g,GD,1,206000.0,632.0,1208.0,1208.0,1208.0,1187.0,6762.0
T,Red,Trapezoid,dc07effb0,a520e2537,234fb5608,ad97c3d39,7e26c7952,h,BA,0,82000.0,528.0,944.0,944.0,944.0,0.0,10206.0
T,Green,Circle,33adb4760,44e4c0bba,22831fffe,552b3a516,b51490b03,l,Dx,0,86000.0,216.0,691.0,691.0,691.0,691.0,5400.0
T,Green,Polygon,9bb7ea2da,9a70de492,def702c19,e40e75916,cfa7536e9,k,eb,0,232000.0,824.0,1574.0,1574.0,1574.0,1574.0,11957.0
F,Red,Star,19db35594,5c4ee13e3,1811d1f7b,2a291d6ec,a08252ae1,k,nh,1,136905.0,528.0,1680.0,1680.0,1680.0,1680.0,11500.0
F,Green,Star,88707c9ab,57aa15561,140119499,478dceafe,3ab6699bc,j,AP,0,181000.0,457.0,1504.0,1504.0,1504.0,1346.0,3182.0
T,Green,Trapezoid,4e1b529f6,b9f08dc06,2b6ded08b,5df6f3306,ad1af2b45,g,TR,0,149900.0,328.0,985.0,985.0,985.0,985.0,8385.0
T,Green,Triangle,5b0f5acd5,20dc501c6,1cd2547ac,9cd92895d,a7eee00bb,h,Dx,0,163500.0,484.0,1657.0,1657.0,1657.0,1657.0,12155.0
F,Blue,Polygon,e5b29c42b,5a49dd8f6,226e2276b,02974ce39,922553a18,g,JX,0,88000.0,286.0,1092.0,546.0,546.0,546.0,2217.0
F,Blue,Trapezoid,59e434d8a,ec416c384,969b883a6,9ca6eb700,f65396dbe,o,XI,0,240000.0,550.0,1710.0,1710.0,1710.0,1710.0,12118.0
F,Blue,Trapezoid,91ea3e4dd,acf5b10dd,f66675c18,fce16bcb2,89586c738,j,Bb,1,102000.0,0.0,1522.0,1008.0,1008.0,1008.0,6000.0
F,Red,Circle,30a530eab,43744dfd9,58ebd42dd,db3352558,e3015db2b,l,FI,1,135000.0,312.0,1271.0,720.0,720.0,720.0,21286.0
T,Red,Trapezoid,200009fc3,8fb440e53,01d32ba52,f14a3142c,b3d341bac,a,tP,1,100000.0,0.0,1664.0,1664.0,1664.0,0.0,9825.0
F,Blue,Triangle,83b38aa6b,d95501ac1,659c782a1,9cd92895d,d4527f549,d,Qo,0,165000.0,180.0,1502.0,900.0,900.0,602.0,10592.0
T,Blue,Star,f7821e391,5a5e620b3,a1e0839a7,451537556,d8f639673,f,tM,1,85000.0,280.0,1022.0,1022.0,1022.0,1022.0,7200.0
T,Red,Triangle,b8d451029,92f461454,5c1388f32,079e91baa,d52baf236,o,Er,0,119200.0,240.0,1082.0,1082.0,1082.0,1082.0,11664.0
T,Green,Circle,eb69430d6,d4d727716,b1e0ffc10,c8a8c9912,a429e63b6,h,Jc,0,227000.0,528.0,1665.0,810.0,810.0,810.0,8400.0
F,Green,Trapezoid,2979f0d45,c0f1061ee,66e4ca8cd,5d3e459b7,f5aa060db,o,AP,0,203000.0,478.0,1504.0,1504.0,1504.0,1504.0,11883.0
T,Blue,Star,84b0081ad,2eadb68c5,4addee130,c9645e2a3,7d9835dab,k,Gb,1,187500.0,565.0,1360.0,1360.0,1360.0,1220.0,5814.0
F,Blue,Circle,dbfb714a4,91e1a9d16,e0ad1326d,aae2d73a0,000c15b20,j,aO,0,160000.0,402.0,1472.0,802.0,802.0,384.0,10784.0
F,Green,Trapezoid,075ceb58b,27e7dbafa,d3abce837,8d95b374b,7aa6797b8,l,hh,1,213490.0,440.0,1506.0,1506.0,1506.0,1362.0,3013.0
F,Red,Trapezoid,e1558b071,7909ef46d,67010221f,57bf7b0a5,b62e1dd2f,i,lx,0,176000.0,451.0,1132.0,1132.0,1132.0,1132.0,7024.0
T,Blue,Trapezoid,b0faff28f,42b1cc2fd,81d9a641a,1a932b6e2,3c37f6eb4,g,KR,0,194000.0,632.0,1220.0,1220.0,1220.0,1199.0,7406.0
T,Red,Trapezoid,63f642dd9,fe0cddc2c,d9d1ced86,4c3e09313,661a0a4a4,a,Ob,1,87000.0,160.0,1248.0,912.0,912.0,912.0,9439.0
F,Green,Star,3685a0904,28b8e5350,e4f712b17,a05cfe94b,86295d489,k,Bn,1,191000.0,437.0,1504.0,1504.0,1504.0,1346.0,3182.0
F,Green,Square,740fb99a9,f0c4b23ef,b0304151b,93d5fa073,e25ef4e29,h,rZ,1,287000.0,665.0,2898.0,2898.0,2898.0,1565.0,15498.0
T,Red,Square,40e0157b1,9ceb19dd6,b387cc032,99d245d48,360932674,a,UO,0,112500.0,461.0,882.0,882.0,882.0,882.0,7700.0
F,Red,Triangle,f8faea16f,f083d48ad,bf4479f1c,f4af9c06a,2f7925df7,e,JX,0,167500.0,461.0,1264.0,1264.0,1264.0,1268.0,9300.0
T,Blue,Star,713ad10a7,7dd3f58e9,dc0795ce0,ff7f535a6,1fbd68795,h,ut,0,293077.0,800.0,1646.0,1646.0,1646.0,1638.0,9520.0
F,Blue,Polygon,06eeaf0aa,aee98fa47,110d26959,265b7da28,fae52d8b2,h,aO,0,105000.0,240.0,1376.0,968.0,968.0,768.0,9492.0
T,Green,Polygon,9347491f2,0ed70b7b1,021629b02,bb61db96a,cf9d313e8,c,Er,0,118000.0,264.0,1218.0,672.0,672.0,672.0,1680.0
F,Green,Polygon,ee55b9d67,5cbbea089,3dfde7f8f,1108bcd6c,3f1187452,h,GJ,0,160000.0,0.0,1928.0,948.0,948.0,686.0,7082.0
F,Green,Star,4e1b529f6,b238965eb,1877cffb3,6eff2552f,68be7e533,l,GJ,1,197000.0,672.0,3082.0,1687.0,1687.0,824.0,15863.0
T,Blue,Star,5b1a9f841,02d689659,30ec40df0,4b06ec734,e8a1ec004,h,Xh,0,310000.0,796.0,2520.0,1352.0,1352.0,1338.0,14541.0
T,Green,Trapezoid,f0c1ceee4,395941181,f0c830981,92347baee,939b35e9c,g,kL,1,230000.0,900.0,1654.0,1654.0,1654.0,1654.0,8125.0
T,Blue,Triangle,c5725677e,42b1cc2fd,8ced116b7,736160127,4466b1160,j,Bd,0,119750.0,240.0,954.0,954.0,954.0,920.0,6305.0
F,Blue,Circle,b3b4d25d0,eeda68203,11853d9d8,6c61f47ce,5a10dcf65,a,cG,1,84000.0,290.0,845.0,845.0,845.0,0.0,11500.0
F,Blue,Trapezoid,81264f81f,d5febb6ef,47b9df131,edb9a61dc,4840a3260,f,hh,0,315500.0,912.0,1620.0,1620.0,1620.0,1620.0,12898.0
F,Green,Circle,4f2b65e1e,6eaaa8418,097b0f4ce,d8f7e41e9,312347adf,l,ih,0,287000.0,905.0,2263.0,1055.0,1055.0,1055.0,9240.0
T,Green,Trapezoid,e6f45aa26,1537295c3,af5b23f9e,ff7aa8438,bdceeec1d,b,Eg,0,97000.0,0.0,1344.0,798.0,798.0,546.0,1533.0
F,Blue,Circle,da60580a8,fe0cddc2c,8bed400a3,0cf0b3e18,27bc1e875,i,lx,0,80000.0,286.0,630.0,630.0,630.0,630.0,1477.0
F,Red,Triangle,71583d387,860bb37b4,912e598df,57313c784,4822f387b,c,cp,1,155000.0,484.0,1803.0,1803.0,1803.0,1134.0,13125.0
T,Blue,Trapezoid,908a1b9c9,f64fe5bc0,41a47efcb,f1ed0bc45,e04144549,b,lL,0,173000.0,484.0,1632.0,800.0,800.0,800.0,9130.0
T,Green,Trapezoid,66669a44f,97b6a3518,c75a7f5f8,d31a35718,7027bace6,a,TZ,0,196000.0,624.0,1306.0,1306.0,1306.0,1306.0,5381.0
F,Blue,Triangle,59497d53c,06835761e,e8dad647e,3f6ebe243,daf6e0af4,i,hp,0,262280.0,514.0,2329.0,1532.0,1532.0,1475.0,11839.0
F,Green,Triangle,c5725677e,2c7fb8434,386eb705f,f0c4b003b,e605d00c1,g,RL,1,278000.0,542.0,2524.0,2524.0,2524.0,2524.0,9600.0
F,Blue,Star,740fb99a9,116d9fcd9,3b7dd14fd,8175453f0,171e78c8b,c,qK,0,139600.0,452.0,1733.0,1733.0,1733.0,0.0,13680.0
F,Blue,Star,b8d451029,e19cd8107,85495b390,3ad9f2e75,e557f5e7b,i,Gx,0,556581.0,716.0,2868.0,1992.0,1992.0,1992.0,16056.0
F,Blue,Trapezoid,06eeaf0aa,7d8bc814a,ffa3210ac,59ea7317d,66b4b754c,l,vy,1,145000.0,672.0,990.0,990.0,990.0,990.0,9245.0
T,Green,Trapezoid,20b10a832,a20513779,467a8a887,0ec45f250,67ed25437,j,BE,0,115000.0,336.0,1771.0,1771.0,1771.0,0.0,21750.0
F,Green,Circle,f50eb07ae,6a53b5f5c,e8dad647e,52706d814,72c4b707d,j,eQ,0,84900.0,308.0,930.0,930.0,930.0,0.0,11100.0
F,Red,Star,60a44c8f4,800577110,34acd7fa4,3f4efcece,29416a6af,k,Ye,0,176485.0,436.0,1302.0,1302.0,1302.0,1302.0,8993.0
T,Blue,Trapezoid,81264f81f,9b1c3c8b7,c55ec51a8,c829bef5b,00850b8ad,f,oG,0,200141.0,440.0,1316.0,1316.0,1316.0,1316.0,11175.0
F,Green,Triangle,713ad10a7,e7073f6a2,caa9fe3d5,6c16496e3,3600757c9,f,Qo,0,165000.0,540.0,1977.0,1127.0,1127.0,816.0,9500.0
T,Red,Circle,4e28ceffa,520806ce2,55c29cb32,ba851e117,7120c6b03,j,Bd,0,144500.0,364.0,1526.0,1526.0,1526.0,1216.0,8562.0
T,Red,Circle,f2a6d797b,7d8bc814a,a4592b8a2,ae1eb0585,4ed87ff36,a,eG,0,255000.0,586.0,1989.0,1091.0,1091.0,1065.0,11367.0
F,Red,Polygon,76be0b8b1,9972df3b0,f66675c18,a5dfc507b,c44609f5a,d,cW,1,180000.0,478.0,1523.0,1523.0,1523.0,1193.0,11361.0
T,Green,Circle,71583d387,1795ef28b,d95b64413,3f840a916,7c13a3ce8,i,Eg,0,185850.0,484.0,1364.0,1364.0,1364.0,1364.0,7052.0
F,Blue,Star,50f116bcf,7185a30dc,194a64005,1b45dc4ac,209d2c493,j,dP,1,248000.0,467.0,1850.0,979.0,979.0,973.0,29959.0
F,Green,Square,92190168b,3c7643929,6c09a9fe7,444baaa5f,2c5185016,f,sD,0,335000.0,836.0,2184.0,1130.0,1130.0,1104.0,11308.0
T,Green,Trapezoid,568550f04,7909ef46d,3066a4c4f,ed4b0b59b,ca295a4ea,h,tM,0,220000.0,432.0,1991.0,1096.0,1096.0,854.0,11275.0
F,Blue,Square,c5725677e,fe0cddc2c,09394408f,12128339c,a4f249497,e,qo,1,213500.0,582.0,1338.0,1338.0,1338.0,1338.0,4920.0
F,Green,Trapezoid,be5592604,e7073f6a2,91473c44a,c3938ecbe,77cdfb2cb,g,BE,1,81000.0,1248.0,894.0,894.0,894.0,894.0,18000.0
T,Green,Square,2979f0d45,cd94f29d1,f1bb0a256,5c4b26f03,f15b4db73,c,dQ,0,90000.0,560.0,2337.0,1422.0,1422.0,662.0,13600.0
F,Green,Star,2d61990e2,51d5f02c1,34c59d8cc,cb0df1398,bd567cd55,d,cW,1,110500.0,440.0,1103.0,1103.0,1103.0,1103.0,6000.0
F,Green,Polygon,b97f51ac4,8518cecf3,97ed2b47a,2389ebd9c,8f0a27342,f,GD,0,154000.0,480.0,1154.0,1154.0,1154.0,1154.0,11000.0
T,Green,Square,b0c8dba76,c103290d4,27e0c7992,e580cbc96,7ab1f73ee,b,lF,0,328000.0,533.0,2260.0,1306.0,1306.0,1306.0,14000.0
T,Green,Star,6a2269152,d4d727716,8dc67ac8e,9bc6f3867,1bdc1d94e,i,ZR,1,178000.0,380.0,1571.0,799.0,799.0,799.0,7837.0
T,Green,Trapezoid,be4578201,c73e4dfe1,21e5e9342,203ed591a,0a793c9dc,i,sY,0,167900.0,442.0,1611.0,798.0,798.0,780.0,9760.0
T,Green,Circle,88707c9ab,e63f69ba1,ce6de97e2,50d48251c,b178c3f71,i,uy,1,151400.0,576.0,2521.0,1291.0,1291.0,942.0,3964.0
F,Green,Square,3685a0904,520806ce2,5deca33b5,736160127,bc907d536,n,be,0,135000.0,576.0,893.0,893.0,893.0,845.0,9600.0
F,Red,Square,115a252ba,70994b28a,f53ce6da5,1ac0db361,72ed9da8c,g,yN,0,135000.0,286.0,1048.0,1048.0,1048.0,1048.0,10152.0
F,Blue,Square,5b0f5acd5,d4d727716,b976fa2c2,09bf3131d,944e6d65e,a,Sc,1,154000.0,441.0,1556.0,829.0,829.0,727.0,11700.0
T,Red,Polygon,77b08badd,642fcc7be,2488ac2fa,f0aebad14,2eafd33c5,k,qo,0,91500.0,280.0,1456.0,1002.0,1002.0,810.0,7585.0
T,Green,Circle,e9c6fe0f7,49d1a98ef,fb05522b9,5f9ac896d,834414ba2,a,Xh,0,159500.0,440.0,1426.0,698.0,698.0,690.0,7950.0
T,Red,Polygon,71583d387,1573e6c5f,47780f68a,7f32eeaba,706faa133,h,Ob,0,194000.0,826.0,1240.0,1240.0,1240.0,1240.0,8556.0
F,Green,Trapezoid,159a7306f,df5b440ae,37c413570,4bbdadc09,cc03183bf,h,vy,1,219500.0,240.0,1740.0,960.0,960.0,800.0,13125.0
T,Red,Triangle,ee55b9d67,b3e59b54a,7f1dc7d07,06f5ae149,312347adf,e,ps,1,170000.0,566.0,1466.0,1096.0,1096.0,796.0,10800.0
T,Blue,Square,30a15b6bd,6d7f8c086,e4f712b17,1f820c7ce,b8c2db7cb,h,BE,0,138800.0,299.0,1096.0,1096.0,1096.0,1096.0,15870.0
F,Green,Triangle,0de5598a9,3e44d44eb,04a6f404e,5264eaa95,fc31a4204,c,JX,0,155900.0,420.0,848.0,848.0,848.0,848.0,4435.0
T,Red,Trapezoid,2d61990e2,70a942fc1,125315092,eab74765e,9f40a3f3a,b,LE,0,126000.0,299.0,990.0,990.0,990.0,990.0,8775.0
T,Green,Polygon,50f116bcf,d760c59b0,962fb7d1e,7befd1525,536a0ad8e,o,Er,1,145000.0,528.0,1258.0,1258.0,1258.0,1258.0,11040.0
F,Green,Trapezoid,5a466e166,0aeb8fe13,3764af040,7ca6ba5f6,b63abc594,a,kC,0,133000.0,308.0,1040.0,1040.0,1040.0,1040.0,7500.0
